,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
34,0.296875,0.515625,0.859375,0.328125,0.953125,0.390625,0.015625,0.421875,0.328125,0.296875,0.953125,0.390625,0.609375,0.421875,0.859375,0.015625,0.609375,0.828125,0.703125,0.703125,0.72284108133
35,0.421875,0.140625,0.234375,0.703125,0.328125,0.265625,0.390625,0.046875,0.703125,0.921875,0.328125,0.515625,0.484375,0.296875,0.734375,0.390625,0.484375,0.453125,0.578125,0.578125,0.81605571804
36,0.921875,0.640625,0.734375,0.203125,0.828125,0.765625,0.890625,0.546875,0.203125,0.421875,0.828125,0.015625,0.984375,0.796875,0.234375,0.890625,0.984375,0.953125,0.078125,0.078125,0.89894138437
37,0.671875,0.390625,0.984375,0.953125,0.578125,0.015625,0.640625,0.296875,0.953125,0.171875,0.078125,0.265625,0.234375,0.546875,0.984375,0.640625,0.734375,0.203125,0.328125,0.828125,0.98176740136
38,0.171875,0.890625,0.484375,0.453125,0.078125,0.515625,0.140625,0.796875,0.453125,0.671875,0.578125,0.765625,0.734375,0.046875,0.484375,0.140625,0.234375,0.703125,0.828125,0.328125,0.78812899685
39,0.234375,0.078125,0.796875,0.140625,0.140625,0.578125,0.328125,0.359375,0.640625,0.109375,0.515625,0.953125,0.796875,0.609375,0.171875,0.953125,0.921875,0.015625,0.890625,0.640625,0.64311526071
40,0.734375,0.578125,0.296875,0.640625,0.640625,0.078125,0.828125,0.859375,0.140625,0.609375,0.015625,0.453125,0.296875,0.109375,0.671875,0.453125,0.421875,0.515625,0.390625,0.140625,0.9704957877
41,0.984375,0.328125,0.046875,0.390625,0.890625,0.828125,0.578125,0.109375,0.890625,0.859375,0.765625,0.203125,0.546875,0.359375,0.421875,0.203125,0.171875,0.265625,0.140625,0.890625,0.91554371747
42,0.484375,0.828125,0.546875,0.890625,0.390625,0.328125,0.078125,0.609375,0.390625,0.359375,0.265625,0.703125,0.046875,0.859375,0.921875,0.703125,0.671875,0.765625,0.640625,0.390625,0.84960758055
43,0.359375,0.453125,0.421875,0.015625,0.765625,0.453125,0.453125,0.984375,0.515625,0.984375,0.890625,0.328125,0.921875,0.984375,0.546875,0.828125,0.296875,0.390625,0.515625,0.265625,0.74296743595
44,0.859375,0.953125,0.921875,0.515625,0.265625,0.953125,0.953125,0.484375,0.015625,0.484375,0.390625,0.828125,0.421875,0.484375,0.046875,0.328125,0.796875,0.890625,0.015625,0.765625,0.97109821256
45,0.609375,0.203125,0.671875,0.265625,0.015625,0.203125,0.703125,0.734375,0.765625,0.234375,0.640625,0.578125,0.671875,0.234375,0.796875,0.078125,0.546875,0.140625,0.265625,0.015625,0.80891728811
46,0.109375,0.703125,0.171875,0.765625,0.515625,0.703125,0.203125,0.234375,0.265625,0.734375,0.140625,0.078125,0.171875,0.734375,0.296875,0.578125,0.046875,0.640625,0.765625,0.515625,0.87975095301
47,0.078125,0.234375,0.265625,0.984375,0.984375,0.984375,0.796875,0.453125,0.359375,0.390625,0.359375,0.984375,0.515625,0.015625,0.828125,0.796875,0.765625,0.609375,0.671875,0.046875,0.84393233626
48,0.578125,0.734375,0.765625,0.484375,0.484375,0.484375,0.296875,0.953125,0.859375,0.890625,0.859375,0.484375,0.015625,0.515625,0.328125,0.296875,0.265625,0.109375,0.171875,0.546875,0.93517515757
49,0.828125,0.484375,0.515625,0.734375,0.234375,0.734375,0.046875,0.203125,0.109375,0.640625,0.109375,0.234375,0.765625,0.765625,0.578125,0.046875,0.015625,0.859375,0.421875,0.296875,0.92031054662
50,0.328125,0.984375,0.015625,0.234375,0.734375,0.234375,0.546875,0.703125,0.609375,0.140625,0.609375,0.734375,0.265625,0.265625,0.078125,0.546875,0.515625,0.359375,0.921875,0.796875,0.80762233766
51,0.453125,0.359375,0.890625,0.859375,0.109375,0.109375,0.921875,0.828125,0.484375,0.515625,0.234375,0.359375,0.640625,0.390625,0.453125,0.921875,0.390625,0.984375,0.796875,0.921875,0.88883868764
52,0.953125,0.859375,0.390625,0.359375,0.609375,0.609375,0.421875,0.328125,0.984375,0.015625,0.734375,0.859375,0.140625,0.890625,0.953125,0.421875,0.890625,0.484375,0.296875,0.421875,0.81131885542
53,0.703125,0.109375,0.140625,0.609375,0.859375,0.359375,0.171875,0.578125,0.234375,0.265625,0.484375,0.609375,0.890625,0.640625,0.203125,0.171875,0.640625,0.734375,0.046875,0.671875,0.7723379767
54,0.203125,0.609375,0.640625,0.109375,0.359375,0.859375,0.671875,0.078125,0.734375,0.765625,0.984375,0.109375,0.390625,0.140625,0.703125,0.671875,0.140625,0.234375,0.546875,0.171875,0.86373219717
55,0.140625,0.421875,0.078125,0.296875,0.421875,0.796875,0.859375,0.515625,0.421875,0.453125,0.921875,0.171875,0.078125,0.703125,0.890625,0.484375,0.953125,0.546875,0.734375,0.859375,0.75377257819
56,0.640625,0.921875,0.578125,0.796875,0.921875,0.296875,0.359375,0.015625,0.921875,0.953125,0.421875,0.671875,0.578125,0.203125,0.390625,0.984375,0.453125,0.046875,0.234375,0.359375,0.99167279931
57,0.890625,0.171875,0.828125,0.046875,0.671875,0.546875,0.109375,0.765625,0.171875,0.703125,0.671875,0.921875,0.328125,0.453125,0.640625,0.734375,0.203125,0.796875,0.484375,0.609375,0.78558815887
58,0.390625,0.671875,0.328125,0.546875,0.171875,0.046875,0.609375,0.265625,0.671875,0.203125,0.171875,0.421875,0.828125,0.953125,0.140625,0.234375,0.703125,0.296875,0.984375,0.109375,0.83566933468
59,0.265625,0.046875,0.703125,0.421875,0.546875,0.171875,0.984375,0.140625,0.296875,0.578125,0.546875,0.546875,0.203125,0.828125,0.265625,0.359375,0.328125,0.921875,0.859375,0.234375,0.78847621557
60,0.765625,0.546875,0.203125,0.921875,0.046875,0.671875,0.484375,0.640625,0.796875,0.078125,0.046875,0.046875,0.703125,0.328125,0.765625,0.859375,0.828125,0.421875,0.359375,0.734375,0.9250404527
61,0.515625,0.296875,0.453125,0.171875,0.296875,0.421875,0.234375,0.390625,0.046875,0.328125,0.796875,0.296875,0.453125,0.078125,0.015625,0.609375,0.578125,0.671875,0.109375,0.484375,0.75188928619
62,0.015625,0.796875,0.953125,0.671875,0.796875,0.921875,0.734375,0.890625,0.546875,0.828125,0.296875,0.796875,0.953125,0.578125,0.515625,0.109375,0.078125,0.171875,0.609375,0.984375,0.93145938326
63,0.0234375,0.3984375,0.4453125,0.8046875,0.2109375,0.8671875,0.3984375,0.6953125,0.2421875,0.3671875,0.6796875,0.5703125,0.6015625,0.3359375,0.5078125,0.3359375,0.6953125,0.8828125,0.6640625,0.8984375,0.75943235168
64,0.5234375,0.8984375,0.9453125,0.3046875,0.7109375,0.3671875,0.8984375,0.1953125,0.7421875,0.8671875,0.1796875,0.0703125,0.1015625,0.8359375,0.0078125,0.8359375,0.1953125,0.3828125,0.1640625,0.3984375,1.0455090596
65,0.7734375,0.1484375,0.6953125,0.5546875,0.9609375,0.6171875,0.6484375,0.9453125,0.4921875,0.6171875,0.9296875,0.3203125,0.8515625,0.5859375,0.7578125,0.5859375,0.4453125,0.6328125,0.4140625,0.6484375,0.83619839531
66,0.2734375,0.6484375,0.1953125,0.0546875,0.4609375,0.1171875,0.1484375,0.4453125,0.9921875,0.1171875,0.4296875,0.8203125,0.3515625,0.0859375,0.2578125,0.0859375,0.9453125,0.1328125,0.9140625,0.1484375,0.75638353371
67,0.3984375,0.0234375,0.8203125,0.9296875,0.8359375,0.2421875,0.2734375,0.0703125,0.1171875,0.7421875,0.8046875,0.1953125,0.7265625,0.2109375,0.1328125,0.4609375,0.0703125,0.5078125,0.7890625,0.0234375,0.81104151287
68,0.8984375,0.5234375,0.3203125,0.4296875,0.3359375,0.7421875,0.7734375,0.5703125,0.6171875,0.2421875,0.3046875,0.6953125,0.2265625,0.7109375,0.6328125,0.9609375,0.5703125,0.0078125,0.2890625,0.5234375,0.94116847132
69,0.6484375,0.2734375,0.0703125,0.6796875,0.0859375,0.4921875,0.5234375,0.3203125,0.3671875,0.4921875,0.5546875,0.9453125,0.9765625,0.9609375,0.3828125,0.7109375,0.8203125,0.7578125,0.0390625,0.2734375,0.6124124789
70,0.1484375,0.7734375,0.5703125,0.1796875,0.5859375,0.9921875,0.0234375,0.8203125,0.8671875,0.9921875,0.0546875,0.4453125,0.4765625,0.4609375,0.8828125,0.2109375,0.3203125,0.2578125,0.5390625,0.7734375,0.96701594585
71,0.2109375,0.2109375,0.1328125,0.4921875,0.6484375,0.9296875,0.4609375,0.2578125,0.0546875,0.3046875,0.1171875,0.2578125,0.0390625,0.8984375,0.6953125,0.8984375,0.5078125,0.9453125,0.7265625,0.2109375,0.7629254414
72,0.7109375,0.7109375,0.6328125,0.9921875,0.1484375,0.4296875,0.9609375,0.7578125,0.5546875,0.8046875,0.6171875,0.7578125,0.5390625,0.3984375,0.1953125,0.3984375,0.0078125,0.4453125,0.2265625,0.7109375,0.92255988424
73,0.9609375,0.4609375,0.8828125,0.2421875,0.3984375,0.6796875,0.7109375,0.0078125,0.3046875,0.5546875,0.3671875,0.5078125,0.2890625,0.1484375,0.9453125,0.1484375,0.2578125,0.6953125,0.4765625,0.4609375,0.93063348497
74,0.4609375,0.9609375,0.3828125,0.7421875,0.8984375,0.1796875,0.2109375,0.5078125,0.8046875,0.0546875,0.8671875,0.0078125,0.7890625,0.6484375,0.4453125,0.6484375,0.7578125,0.1953125,0.9765625,0.9609375,0.85827543293
75,0.3359375,0.3359375,0.5078125,0.3671875,0.2734375,0.0546875,0.3359375,0.8828125,0.1796875,0.6796875,0.4921875,0.8828125,0.1640625,0.5234375,0.0703125,0.7734375,0.1328125,0.5703125,0.8515625,0.8359375,0.75874262402
76,0.8359375,0.8359375,0.0078125,0.8671875,0.7734375,0.5546875,0.8359375,0.3828125,0.6796875,0.1796875,0.9921875,0.3828125,0.6640625,0.0234375,0.5703125,0.2734375,0.6328125,0.0703125,0.3515625,0.3359375,0.85884733048
77,0.5859375,0.0859375,0.2578125,0.1171875,0.5234375,0.3046875,0.5859375,0.6328125,0.4296875,0.4296875,0.2421875,0.1328125,0.4140625,0.2734375,0.3203125,0.0234375,0.8828125,0.8203125,0.1015625,0.5859375,0.83141389189
78,0.0859375,0.5859375,0.7578125,0.6171875,0.0234375,0.8046875,0.0859375,0.1328125,0.9296875,0.9296875,0.7421875,0.6328125,0.9140625,0.7734375,0.8203125,0.5234375,0.3828125,0.3203125,0.6015625,0.0859375,0.71725955954
79,0.1171875,0.1171875,0.6640625,0.6484375,0.4921875,0.5234375,0.9296875,0.4140625,0.9609375,0.2109375,0.7734375,0.2890625,0.2578125,0.4921875,0.2890625,0.8671875,0.6640625,0.4140625,0.9453125,0.6171875,0.82815583291
80,0.6171875,0.6171875,0.1640625,0.1484375,0.9921875,0.0234375,0.4296875,0.9140625,0.4609375,0.7109375,0.2734375,0.7890625,0.7578125,0.9921875,0.7890625,0.3671875,0.1640625,0.9140625,0.4453125,0.1171875,0.8084389086
81,0.8671875,0.3671875,0.4140625,0.8984375,0.7421875,0.7734375,0.1796875,0.1640625,0.7109375,0.9609375,0.5234375,0.5390625,0.0078125,0.7421875,0.0390625,0.1171875,0.4140625,0.1640625,0.1953125,0.8671875,0.94398270072
82,0.3671875,0.8671875,0.9140625,0.3984375,0.2421875,0.2734375,0.6796875,0.6640625,0.2109375,0.4609375,0.0234375,0.0390625,0.5078125,0.2421875,0.5390625,0.6171875,0.9140625,0.6640625,0.6953125,0.3671875,0.91554759569
83,0.4921875,0.4921875,0.0390625,0.5234375,0.6171875,0.3984375,0.8046875,0.7890625,0.8359375,0.8359375,0.6484375,0.9140625,0.3828125,0.1171875,0.9140625,0.9921875,0.0390625,0.0390625,0.5703125,0.4921875,0.84475858275
84,0.9921875,0.9921875,0.5390625,0.0234375,0.1171875,0.8984375,0.3046875,0.2890625,0.3359375,0.3359375,0.1484375,0.4140625,0.8828125,0.6171875,0.4140625,0.4921875,0.5390625,0.5390625,0.0703125,0.9921875,0.92950287773
85,0.7421875,0.2421875,0.7890625,0.7734375,0.3671875,0.1484375,0.0546875,0.5390625,0.5859375,0.0859375,0.8984375,0.1640625,0.1328125,0.8671875,0.6640625,0.2421875,0.7890625,0.2890625,0.3203125,0.2421875,0.84583251093
86,0.2421875,0.7421875,0.2890625,0.2734375,0.8671875,0.6484375,0.5546875,0.0390625,0.0859375,0.5859375,0.3984375,0.6640625,0.6328125,0.3671875,0.1640625,0.7421875,0.2890625,0.7890625,0.8203125,0.7421875,0.80604348871
87,0.1796875,0.3046875,0.9765625,0.0859375,0.9296875,0.7109375,0.9921875,0.6015625,0.7734375,0.1484375,0.4609375,0.6015625,0.8203125,0.8046875,0.4765625,0.4296875,0.6015625,0.4765625,0.8828125,0.3046875,0.85895797517
88,0.6796875,0.8046875,0.4765625,0.5859375,0.4296875,0.2109375,0.4921875,0.1015625,0.2734375,0.6484375,0.9609375,0.1015625,0.3203125,0.3046875,0.9765625,0.9296875,0.1015625,0.9765625,0.3828125,0.8046875,0.83280587826
89,0.9296875,0.0546875,0.2265625,0.3359375,0.1796875,0.9609375,0.2421875,0.8515625,0.5234375,0.8984375,0.2109375,0.3515625,0.5703125,0.0546875,0.2265625,0.6796875,0.3515625,0.2265625,0.1328125,0.0546875,0.93454460727
90,0.4296875,0.5546875,0.7265625,0.8359375,0.6796875,0.4609375,0.7421875,0.3515625,0.0234375,0.3984375,0.7109375,0.8515625,0.0703125,0.5546875,0.7265625,0.1796875,0.8515625,0.7265625,0.6328125,0.5546875,0.81886776383
91,0.3046875,0.1796875,0.3515625,0.2109375,0.0546875,0.3359375,0.8671875,0.2265625,0.8984375,0.7734375,0.0859375,0.2265625,0.9453125,0.6796875,0.8515625,0.3046875,0.2265625,0.1015625,0.5078125,0.6796875,0.84801106907
92,0.8046875,0.6796875,0.8515625,0.7109375,0.5546875,0.8359375,0.3671875,0.7265625,0.3984375,0.2734375,0.5859375,0.7265625,0.4453125,0.1796875,0.3515625,0.8046875,0.7265625,0.6015625,0.0078125,0.1796875,0.95099431428
93,0.5546875,0.4296875,0.6015625,0.4609375,0.8046875,0.0859375,0.1171875,0.4765625,0.6484375,0.0234375,0.3359375,0.9765625,0.6953125,0.4296875,0.6015625,0.5546875,0.9765625,0.3515625,0.2578125,0.9296875,0.77384275563
94,0.0546875,0.9296875,0.1015625,0.9609375,0.3046875,0.5859375,0.6171875,0.9765625,0.1484375,0.5234375,0.8359375,0.4765625,0.1953125,0.9296875,0.1015625,0.0546875,0.4765625,0.8515625,0.7578125,0.4296875,0.81985557252
95,0.0390625,0.1328125,0.9296875,0.3515625,0.5078125,0.4765625,0.1328125,0.1171875,0.6640625,0.3203125,0.6015625,0.7109375,0.7734375,0.4765625,0.6171875,0.0703125,0.4296875,0.9609375,0.3671875,0.5703125,0.70261191087
96,0.5390625,0.6328125,0.4296875,0.8515625,0.0078125,0.9765625,0.6328125,0.6171875,0.1640625,0.8203125,0.1015625,0.2109375,0.2734375,0.9765625,0.1171875,0.5703125,0.9296875,0.4609375,0.8671875,0.0703125,0.95052177263
97,0.7890625,0.3828125,0.1796875,0.1015625,0.2578125,0.2265625,0.8828125,0.3671875,0.9140625,0.5703125,0.8515625,0.4609375,0.5234375,0.7265625,0.8671875,0.8203125,0.6796875,0.7109375,0.6171875,0.8203125,0.70906517337
98,0.2890625,0.8828125,0.6796875,0.6015625,0.7578125,0.7265625,0.3828125,0.8671875,0.4140625,0.0703125,0.3515625,0.9609375,0.0234375,0.2265625,0.3671875,0.3203125,0.1796875,0.2109375,0.1171875,0.3203125,0.93567597848
99,0.4140625,0.2578125,0.3046875,0.4765625,0.3828125,0.6015625,0.0078125,0.7421875,0.5390625,0.6953125,0.9765625,0.0859375,0.8984375,0.1015625,0.2421875,0.1953125,0.8046875,0.5859375,0.2421875,0.4453125,0.78178694918
100,0.9140625,0.7578125,0.8046875,0.9765625,0.8828125,0.1015625,0.5078125,0.2421875,0.0390625,0.1953125,0.4765625,0.5859375,0.3984375,0.6015625,0.7421875,0.6953125,0.3046875,0.0859375,0.7421875,0.9453125,0.93795863303
101,0.6640625,0.0078125,0.5546875,0.2265625,0.6328125,0.8515625,0.7578125,0.9921875,0.7890625,0.4453125,0.7265625,0.8359375,0.6484375,0.8515625,0.4921875,0.9453125,0.0546875,0.8359375,0.9921875,0.1953125,0.75222645765
102,0.1640625,0.5078125,0.0546875,0.7265625,0.1328125,0.3515625,0.2578125,0.4921875,0.2890625,0.9453125,0.2265625,0.3359375,0.1484375,0.3515625,0.9921875,0.4453125,0.5546875,0.3359375,0.4921875,0.6953125,0.82482888656
103,0.2265625,0.4453125,0.7421875,0.9140625,0.0703125,0.2890625,0.1953125,0.9296875,0.6015625,0.2578125,0.1640625,0.3984375,0.3359375,0.7890625,0.6796875,0.6328125,0.3671875,0.8984375,0.3046875,0.2578125,0.87772050216
104,0.7265625,0.9453125,0.2421875,0.4140625,0.5703125,0.7890625,0.6953125,0.4296875,0.1015625,0.7578125,0.6640625,0.8984375,0.8359375,0.2890625,0.1796875,0.1328125,0.8671875,0.3984375,0.8046875,0.7578125,0.78498538251
105,0.9765625,0.1953125,0.4921875,0.6640625,0.8203125,0.0390625,0.9453125,0.6796875,0.8515625,0.5078125,0.4140625,0.6484375,0.0859375,0.0390625,0.9296875,0.3828125,0.6171875,0.6484375,0.5546875,0.0078125,0.96373003493
106,0.4765625,0.6953125,0.9921875,0.1640625,0.3203125,0.5390625,0.4453125,0.1796875,0.3515625,0.0078125,0.9140625,0.1484375,0.5859375,0.5390625,0.4296875,0.8828125,0.1171875,0.1484375,0.0546875,0.5078125,0.83205707597
107,0.3515625,0.0703125,0.1171875,0.7890625,0.9453125,0.6640625,0.0703125,0.3046875,0.7265625,0.6328125,0.2890625,0.7734375,0.4609375,0.6640625,0.0546875,0.5078125,0.9921875,0.5234375,0.1796875,0.6328125,0.83277921524
108,0.8515625,0.5703125,0.6171875,0.2890625,0.4453125,0.1640625,0.5703125,0.8046875,0.2265625,0.1328125,0.7890625,0.2734375,0.9609375,0.1640625,0.5546875,0.0078125,0.4921875,0.0234375,0.6796875,0.1328125,0.83179090065
109,0.6015625,0.3203125,0.8671875,0.5390625,0.1953125,0.9140625,0.8203125,0.0546875,0.9765625,0.3828125,0.0390625,0.0234375,0.2109375,0.4140625,0.3046875,0.2578125,0.2421875,0.7734375,0.9296875,0.8828125,0.94211940404
110,0.1015625,0.8203125,0.3671875,0.0390625,0.6953125,0.4140625,0.3203125,0.5546875,0.4765625,0.8828125,0.5390625,0.5234375,0.7109375,0.9140625,0.8046875,0.7578125,0.7421875,0.2734375,0.4296875,0.3828125,0.74156853762
111,0.0703125,0.3515625,0.2109375,0.1953125,0.7890625,0.1328125,0.6640625,0.7734375,0.3828125,0.2265625,0.9453125,0.4296875,0.1171875,0.3203125,0.3359375,0.6015625,0.4609375,0.4921875,0.0234375,0.9140625,0.75212752001
112,0.5703125,0.8515625,0.7109375,0.6953125,0.2890625,0.6328125,0.1640625,0.2734375,0.8828125,0.7265625,0.4453125,0.9296875,0.6171875,0.8203125,0.8359375,0.1015625,0.9609375,0.9921875,0.5234375,0.4140625,0.83274396049
113,0.8203125,0.1015625,0.9609375,0.4453125,0.0390625,0.3828125,0.4140625,0.5234375,0.1328125,0.9765625,0.6953125,0.6796875,0.3671875,0.5703125,0.0859375,0.3515625,0.7109375,0.2421875,0.7734375,0.6640625,0.80723342236
114,0.3203125,0.6015625,0.4609375,0.9453125,0.5390625,0.8828125,0.9140625,0.0234375,0.6328125,0.4765625,0.1953125,0.1796875,0.8671875,0.0703125,0.5859375,0.8515625,0.2109375,0.7421875,0.2734375,0.1640625,0.97505805411
115,0.4453125,0.2265625,0.5859375,0.0703125,0.1640625,0.7578125,0.5390625,0.3984375,0.2578125,0.8515625,0.5703125,0.8046875,0.2421875,0.1953125,0.9609375,0.7265625,0.8359375,0.1171875,0.3984375,0.0390625,0.78841239393
116,0.9453125,0.7265625,0.0859375,0.5703125,0.6640625,0.2578125,0.0390625,0.8984375,0.7578125,0.3515625,0.0703125,0.3046875,0.7421875,0.6953125,0.4609375,0.2265625,0.3359375,0.6171875,0.8984375,0.5390625,0.94240014346
117,0.6953125,0.4765625,0.3359375,0.3203125,0.9140625,0.5078125,0.2890625,0.1484375,0.0078125,0.1015625,0.8203125,0.0546875,0.4921875,0.9453125,0.7109375,0.4765625,0.0859375,0.3671875,0.6484375,0.2890625,0.81575792707
