,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
833,0.7783203125,0.1005859375,0.2861328125,0.8759765625,0.7763671875,0.0927734375,0.8994140625,0.7705078125,0.6220703125,0.1201171875,0.7275390625,0.2294921875,0.4658203125,0.8642578125,0.9482421875,0.3408203125,0.1748046875,0.1806640625,0.8720703125,0.2158203125,0.89762056549
834,0.2783203125,0.6005859375,0.7861328125,0.3759765625,0.2763671875,0.5927734375,0.3994140625,0.2705078125,0.1220703125,0.6201171875,0.2275390625,0.7294921875,0.9658203125,0.3642578125,0.4482421875,0.8408203125,0.6748046875,0.6806640625,0.3720703125,0.7158203125,0.7906337864
835,0.4033203125,0.2255859375,0.1611328125,0.5009765625,0.9013671875,0.7177734375,0.0244140625,0.1455078125,0.9970703125,0.2451171875,0.6025390625,0.3544921875,0.0908203125,0.4892578125,0.0732421875,0.7158203125,0.2998046875,0.0556640625,0.4970703125,0.5908203125,0.84310899169
836,0.9033203125,0.7255859375,0.6611328125,0.0009765625,0.4013671875,0.2177734375,0.5244140625,0.6455078125,0.4970703125,0.7451171875,0.1025390625,0.8544921875,0.5908203125,0.9892578125,0.5732421875,0.2158203125,0.7998046875,0.5556640625,0.9970703125,0.0908203125,0.88367025309
837,0.6533203125,0.4755859375,0.9111328125,0.7509765625,0.1513671875,0.9677734375,0.7744140625,0.3955078125,0.7470703125,0.9951171875,0.8525390625,0.6044921875,0.3408203125,0.7392578125,0.3232421875,0.4658203125,0.5498046875,0.3056640625,0.7470703125,0.8408203125,0.88950040649
838,0.1533203125,0.9755859375,0.4111328125,0.2509765625,0.6513671875,0.4677734375,0.2744140625,0.8955078125,0.2470703125,0.4951171875,0.3525390625,0.1044921875,0.8408203125,0.2392578125,0.8232421875,0.9658203125,0.0498046875,0.8056640625,0.2470703125,0.3408203125,0.89503952004
839,0.2158203125,0.0380859375,0.8486328125,0.0634765625,0.5888671875,0.4052734375,0.2119140625,0.4580078125,0.9345703125,0.8076171875,0.2900390625,0.1669921875,0.6533203125,0.6767578125,0.5107421875,0.1533203125,0.8623046875,0.4931640625,0.0595703125,0.6533203125,0.86085886885
840,0.7158203125,0.5380859375,0.3486328125,0.5634765625,0.0888671875,0.9052734375,0.7119140625,0.9580078125,0.4345703125,0.3076171875,0.7900390625,0.6669921875,0.1533203125,0.1767578125,0.0107421875,0.6533203125,0.3623046875,0.9931640625,0.5595703125,0.1533203125,0.8730854986
841,0.9658203125,0.2880859375,0.0986328125,0.3134765625,0.3388671875,0.1552734375,0.9619140625,0.2080078125,0.6845703125,0.0576171875,0.0400390625,0.9169921875,0.9033203125,0.4267578125,0.7607421875,0.9033203125,0.1123046875,0.2431640625,0.8095703125,0.9033203125,0.78923383419
842,0.4658203125,0.7880859375,0.5986328125,0.8134765625,0.8388671875,0.6552734375,0.4619140625,0.7080078125,0.1845703125,0.5576171875,0.5400390625,0.4169921875,0.4033203125,0.9267578125,0.2607421875,0.4033203125,0.6123046875,0.7431640625,0.3095703125,0.4033203125,0.95476892364
843,0.3408203125,0.4130859375,0.4736328125,0.1884765625,0.4638671875,0.5302734375,0.0869140625,0.8330078125,0.8095703125,0.1826171875,0.1650390625,0.5419921875,0.5283203125,0.8017578125,0.1357421875,0.0283203125,0.4873046875,0.1181640625,0.4345703125,0.2783203125,0.88893343895
844,0.8408203125,0.9130859375,0.9736328125,0.6884765625,0.9638671875,0.0302734375,0.5869140625,0.3330078125,0.3095703125,0.6826171875,0.6650390625,0.0419921875,0.0283203125,0.3017578125,0.6357421875,0.5283203125,0.9873046875,0.6181640625,0.9345703125,0.7783203125,0.96710086903
845,0.5908203125,0.1630859375,0.7236328125,0.4384765625,0.7138671875,0.7802734375,0.8369140625,0.5830078125,0.5595703125,0.9326171875,0.4150390625,0.2919921875,0.7783203125,0.0517578125,0.3857421875,0.7783203125,0.7373046875,0.3681640625,0.6845703125,0.0283203125,0.95604490444
846,0.0908203125,0.6630859375,0.2236328125,0.9384765625,0.2138671875,0.2802734375,0.3369140625,0.0830078125,0.0595703125,0.4326171875,0.9150390625,0.7919921875,0.2783203125,0.5517578125,0.8857421875,0.2783203125,0.2373046875,0.8681640625,0.1845703125,0.5283203125,0.6115665419
847,0.1220703125,0.1318359375,0.3173828125,0.7822265625,0.3076171875,0.0615234375,0.6806640625,0.3642578125,0.0908203125,0.7138671875,0.5712890625,0.1357421875,0.9345703125,0.2080078125,0.4794921875,0.1220703125,0.9560546875,0.8994140625,0.2783203125,0.0595703125,0.76306659991
848,0.6220703125,0.6318359375,0.8173828125,0.2822265625,0.8076171875,0.5615234375,0.1806640625,0.8642578125,0.5908203125,0.2138671875,0.0712890625,0.6357421875,0.4345703125,0.7080078125,0.9794921875,0.6220703125,0.4560546875,0.3994140625,0.7783203125,0.5595703125,0.93714596433
849,0.8720703125,0.3818359375,0.5673828125,0.5322265625,0.5576171875,0.3115234375,0.4306640625,0.1142578125,0.3408203125,0.4638671875,0.8212890625,0.8857421875,0.6845703125,0.9580078125,0.2294921875,0.8720703125,0.2060546875,0.6494140625,0.5283203125,0.3095703125,0.6393748052
850,0.3720703125,0.8818359375,0.0673828125,0.0322265625,0.0576171875,0.8115234375,0.9306640625,0.6142578125,0.8408203125,0.9638671875,0.3212890625,0.3857421875,0.1845703125,0.4580078125,0.7294921875,0.3720703125,0.7060546875,0.1494140625,0.0283203125,0.8095703125,0.93565445701
851,0.4970703125,0.2568359375,0.9423828125,0.9072265625,0.6826171875,0.9365234375,0.5556640625,0.9892578125,0.2158203125,0.3388671875,0.9462890625,0.5107421875,0.8095703125,0.3330078125,0.8544921875,0.2470703125,0.3310546875,0.5244140625,0.1533203125,0.9345703125,0.79520792657
852,0.9970703125,0.7568359375,0.4423828125,0.4072265625,0.1826171875,0.4365234375,0.0556640625,0.4892578125,0.7158203125,0.8388671875,0.4462890625,0.0107421875,0.3095703125,0.8330078125,0.3544921875,0.7470703125,0.8310546875,0.0244140625,0.6533203125,0.4345703125,0.94312085629
853,0.7470703125,0.0068359375,0.1923828125,0.6572265625,0.4326171875,0.6865234375,0.3056640625,0.7392578125,0.4658203125,0.5888671875,0.6962890625,0.2607421875,0.5595703125,0.5830078125,0.6044921875,0.9970703125,0.5810546875,0.7744140625,0.9033203125,0.6845703125,0.77905326699
854,0.2470703125,0.5068359375,0.6923828125,0.1572265625,0.9326171875,0.1865234375,0.8056640625,0.2392578125,0.9658203125,0.0888671875,0.1962890625,0.7607421875,0.0595703125,0.0830078125,0.1044921875,0.4970703125,0.0810546875,0.2744140625,0.4033203125,0.1845703125,0.88918517938
855,0.1845703125,0.4443359375,0.0048828125,0.4697265625,0.8701171875,0.2490234375,0.7431640625,0.6767578125,0.1533203125,0.6513671875,0.1337890625,0.9482421875,0.4970703125,0.5205078125,0.2919921875,0.6845703125,0.7685546875,0.9619140625,0.3408203125,0.8720703125,0.79034809501
856,0.6845703125,0.9443359375,0.5048828125,0.9697265625,0.3701171875,0.7490234375,0.2431640625,0.1767578125,0.6533203125,0.1513671875,0.6337890625,0.4482421875,0.9970703125,0.0205078125,0.7919921875,0.1845703125,0.2685546875,0.4619140625,0.8408203125,0.3720703125,0.87696808901
857,0.9345703125,0.1943359375,0.7548828125,0.2197265625,0.1201171875,0.4990234375,0.4931640625,0.9267578125,0.4033203125,0.4013671875,0.3837890625,0.1982421875,0.2470703125,0.2705078125,0.0419921875,0.4345703125,0.0185546875,0.7119140625,0.5908203125,0.6220703125,0.89403964008
858,0.4345703125,0.6943359375,0.2548828125,0.7197265625,0.6201171875,0.9990234375,0.9931640625,0.4267578125,0.9033203125,0.9013671875,0.8837890625,0.6982421875,0.7470703125,0.7705078125,0.5419921875,0.9345703125,0.5185546875,0.2119140625,0.0908203125,0.1220703125,0.78400058265
859,0.3095703125,0.0693359375,0.6298828125,0.3447265625,0.2451171875,0.8740234375,0.6181640625,0.0517578125,0.0283203125,0.2763671875,0.2587890625,0.3232421875,0.3720703125,0.8955078125,0.9169921875,0.5595703125,0.3935546875,0.5869140625,0.2158203125,0.2470703125,0.78340653594
860,0.8095703125,0.5693359375,0.1298828125,0.8447265625,0.7451171875,0.3740234375,0.1181640625,0.5517578125,0.5283203125,0.7763671875,0.7587890625,0.8232421875,0.8720703125,0.3955078125,0.4169921875,0.0595703125,0.8935546875,0.0869140625,0.7158203125,0.7470703125,0.73858439111
861,0.5595703125,0.3193359375,0.3798828125,0.0947265625,0.9951171875,0.6240234375,0.3681640625,0.3017578125,0.2783203125,0.5263671875,0.0087890625,0.5732421875,0.1220703125,0.1455078125,0.6669921875,0.3095703125,0.6435546875,0.8369140625,0.9658203125,0.4970703125,0.84607972664
862,0.0595703125,0.8193359375,0.8798828125,0.5947265625,0.4951171875,0.1240234375,0.8681640625,0.8017578125,0.7783203125,0.0263671875,0.5087890625,0.0732421875,0.6220703125,0.6455078125,0.1669921875,0.8095703125,0.1435546875,0.3369140625,0.4658203125,0.9970703125,0.93371244146
863,0.0439453125,0.1162109375,0.0830078125,0.2041015625,0.6982421875,0.9521484375,0.3837890625,0.1611328125,0.2939453125,0.8232421875,0.8056640625,0.8701171875,0.4189453125,0.1923828125,0.6826171875,0.8251953125,0.1904296875,0.4775390625,0.9189453125,0.0126953125,0.65132841449
864,0.5439453125,0.6162109375,0.5830078125,0.7041015625,0.1982421875,0.4521484375,0.8837890625,0.6611328125,0.7939453125,0.3232421875,0.3056640625,0.3701171875,0.9189453125,0.6923828125,0.1826171875,0.3251953125,0.6904296875,0.9775390625,0.4189453125,0.5126953125,0.92729979852
865,0.7939453125,0.3662109375,0.8330078125,0.4541015625,0.4482421875,0.7021484375,0.6337890625,0.4111328125,0.0439453125,0.0732421875,0.5556640625,0.1201171875,0.1689453125,0.9423828125,0.9326171875,0.0751953125,0.9404296875,0.2275390625,0.1689453125,0.2626953125,0.92582045786
866,0.2939453125,0.8662109375,0.3330078125,0.9541015625,0.9482421875,0.2021484375,0.1337890625,0.9111328125,0.5439453125,0.5732421875,0.0556640625,0.6201171875,0.6689453125,0.4423828125,0.4326171875,0.5751953125,0.4404296875,0.7275390625,0.6689453125,0.7626953125,0.938753302
867,0.4189453125,0.4912109375,0.7080078125,0.0791015625,0.3232421875,0.0771484375,0.2587890625,0.5361328125,0.4189453125,0.1982421875,0.6806640625,0.4951171875,0.2939453125,0.3173828125,0.0576171875,0.9501953125,0.5654296875,0.1025390625,0.5439453125,0.8876953125,0.77263304987
868,0.9189453125,0.9912109375,0.2080078125,0.5791015625,0.8232421875,0.5771484375,0.7587890625,0.0361328125,0.9189453125,0.6982421875,0.1806640625,0.9951171875,0.7939453125,0.8173828125,0.5576171875,0.4501953125,0.0654296875,0.6025390625,0.0439453125,0.3876953125,0.98739720724
869,0.6689453125,0.2412109375,0.4580078125,0.3291015625,0.5732421875,0.3271484375,0.5087890625,0.7861328125,0.1689453125,0.9482421875,0.9306640625,0.7451171875,0.0439453125,0.5673828125,0.3076171875,0.2001953125,0.3154296875,0.3525390625,0.2939453125,0.6376953125,0.76630248287
870,0.1689453125,0.7412109375,0.9580078125,0.8291015625,0.0732421875,0.8271484375,0.0087890625,0.2861328125,0.6689453125,0.4482421875,0.4306640625,0.2451171875,0.5439453125,0.0673828125,0.8076171875,0.7001953125,0.8154296875,0.8525390625,0.7939453125,0.1376953125,0.86453367092
871,0.2314453125,0.3037109375,0.2705078125,0.5166015625,0.1357421875,0.7646484375,0.4462890625,0.8486328125,0.4814453125,0.7607421875,0.4931640625,0.0576171875,0.9814453125,0.5048828125,0.6201171875,0.3876953125,0.0029296875,0.4150390625,0.9814453125,0.8251953125,0.85061537332
872,0.7314453125,0.8037109375,0.7705078125,0.0166015625,0.6357421875,0.2646484375,0.9462890625,0.3486328125,0.9814453125,0.2607421875,0.9931640625,0.5576171875,0.4814453125,0.0048828125,0.1201171875,0.8876953125,0.5029296875,0.9150390625,0.4814453125,0.3251953125,0.81451282543
873,0.9814453125,0.0537109375,0.5205078125,0.7666015625,0.8857421875,0.5146484375,0.6962890625,0.5986328125,0.2314453125,0.0107421875,0.2431640625,0.8076171875,0.7314453125,0.2548828125,0.8701171875,0.6376953125,0.7529296875,0.1650390625,0.2314453125,0.5751953125,0.90842314865
874,0.4814453125,0.5537109375,0.0205078125,0.2666015625,0.3857421875,0.0146484375,0.1962890625,0.0986328125,0.7314453125,0.5107421875,0.7431640625,0.3076171875,0.2314453125,0.7548828125,0.3701171875,0.1376953125,0.2529296875,0.6650390625,0.7314453125,0.0751953125,0.75070010277
875,0.3564453125,0.1787109375,0.8955078125,0.6416015625,0.7607421875,0.1396484375,0.3212890625,0.4736328125,0.3564453125,0.1357421875,0.1181640625,0.6826171875,0.8564453125,0.8798828125,0.2451171875,0.2626953125,0.6279296875,0.0400390625,0.6064453125,0.2001953125,0.87452940839
876,0.8564453125,0.6787109375,0.3955078125,0.1416015625,0.2607421875,0.6396484375,0.8212890625,0.9736328125,0.8564453125,0.6357421875,0.6181640625,0.1826171875,0.3564453125,0.3798828125,0.7451171875,0.7626953125,0.1279296875,0.5400390625,0.1064453125,0.7001953125,0.97648294693
877,0.6064453125,0.4287109375,0.1455078125,0.8916015625,0.0107421875,0.3896484375,0.5712890625,0.2236328125,0.1064453125,0.8857421875,0.3681640625,0.4326171875,0.6064453125,0.1298828125,0.4951171875,0.5126953125,0.3779296875,0.2900390625,0.3564453125,0.4501953125,0.85712575245
878,0.1064453125,0.9287109375,0.6455078125,0.3916015625,0.5107421875,0.8896484375,0.0712890625,0.7236328125,0.6064453125,0.3857421875,0.8681640625,0.9326171875,0.1064453125,0.6298828125,0.9951171875,0.0126953125,0.8779296875,0.7900390625,0.8564453125,0.9501953125,0.70278449641
879,0.0751953125,0.3974609375,0.8017578125,0.3603515625,0.9794921875,0.6708984375,0.9150390625,0.9423828125,0.5126953125,0.7294921875,0.6494140625,0.0263671875,0.7001953125,0.0986328125,0.4013671875,0.3564453125,0.1591796875,0.9462890625,0.7001953125,0.4814453125,0.9317910834
880,0.5751953125,0.8974609375,0.3017578125,0.8603515625,0.4794921875,0.1708984375,0.4150390625,0.4423828125,0.0126953125,0.2294921875,0.1494140625,0.5263671875,0.2001953125,0.5986328125,0.9013671875,0.8564453125,0.6591796875,0.4462890625,0.2001953125,0.9814453125,0.87064560825
881,0.8251953125,0.1474609375,0.0517578125,0.1103515625,0.2294921875,0.9208984375,0.1650390625,0.6923828125,0.7626953125,0.4794921875,0.8994140625,0.7763671875,0.9501953125,0.8486328125,0.1513671875,0.6064453125,0.9091796875,0.6962890625,0.4501953125,0.2314453125,0.53460940148
882,0.3251953125,0.6474609375,0.5517578125,0.6103515625,0.7294921875,0.4208984375,0.6650390625,0.1923828125,0.2626953125,0.9794921875,0.3994140625,0.2763671875,0.4501953125,0.3486328125,0.6513671875,0.1064453125,0.4091796875,0.1962890625,0.9501953125,0.7314453125,0.91351560666
883,0.4501953125,0.0224609375,0.4267578125,0.4853515625,0.1044921875,0.2958984375,0.7900390625,0.3173828125,0.6376953125,0.3544921875,0.7744140625,0.6513671875,0.5751953125,0.4736328125,0.7763671875,0.4814453125,0.5341796875,0.5712890625,0.8251953125,0.6064453125,0.68519103985
884,0.9501953125,0.5224609375,0.9267578125,0.9853515625,0.6044921875,0.7958984375,0.2900390625,0.8173828125,0.1376953125,0.8544921875,0.2744140625,0.1513671875,0.0751953125,0.9736328125,0.2763671875,0.9814453125,0.0341796875,0.0712890625,0.3251953125,0.1064453125,1.0907315029
885,0.7001953125,0.2724609375,0.6767578125,0.2353515625,0.8544921875,0.0458984375,0.0400390625,0.0673828125,0.8876953125,0.6044921875,0.5244140625,0.4013671875,0.8251953125,0.7236328125,0.5263671875,0.7314453125,0.2841796875,0.8212890625,0.0751953125,0.8564453125,0.79910382293
886,0.2001953125,0.7724609375,0.1767578125,0.7353515625,0.3544921875,0.5458984375,0.5400390625,0.5673828125,0.3876953125,0.1044921875,0.0244140625,0.9013671875,0.3251953125,0.2236328125,0.0263671875,0.2314453125,0.7841796875,0.3212890625,0.5751953125,0.3564453125,0.85927104833
887,0.1376953125,0.2099609375,0.6142578125,0.9228515625,0.4169921875,0.6083984375,0.9775390625,0.0048828125,0.7001953125,0.6669921875,0.0869140625,0.8388671875,0.1376953125,0.6611328125,0.3388671875,0.9189453125,0.0966796875,0.8837890625,0.6376953125,0.6689453125,0.88485542721
888,0.6376953125,0.7099609375,0.1142578125,0.4228515625,0.9169921875,0.1083984375,0.4775390625,0.5048828125,0.2001953125,0.1669921875,0.5869140625,0.3388671875,0.6376953125,0.1611328125,0.8388671875,0.4189453125,0.5966796875,0.3837890625,0.1376953125,0.1689453125,0.86320535061
889,0.8876953125,0.4599609375,0.3642578125,0.6728515625,0.6669921875,0.8583984375,0.2275390625,0.2548828125,0.9501953125,0.4169921875,0.3369140625,0.0888671875,0.3876953125,0.4111328125,0.0888671875,0.1689453125,0.8466796875,0.6337890625,0.3876953125,0.9189453125,0.95054755452
890,0.3876953125,0.9599609375,0.8642578125,0.1728515625,0.1669921875,0.3583984375,0.7275390625,0.7548828125,0.4501953125,0.9169921875,0.8369140625,0.5888671875,0.8876953125,0.9111328125,0.5888671875,0.6689453125,0.3466796875,0.1337890625,0.8876953125,0.4189453125,0.7513569962
891,0.2626953125,0.3349609375,0.2392578125,0.7978515625,0.5419921875,0.4833984375,0.8525390625,0.6298828125,0.5751953125,0.2919921875,0.4619140625,0.4638671875,0.0126953125,0.7861328125,0.9638671875,0.7939453125,0.7216796875,0.5087890625,0.7626953125,0.2939453125,0.82856824885
892,0.7626953125,0.8349609375,0.7392578125,0.2978515625,0.0419921875,0.9833984375,0.3525390625,0.1298828125,0.0751953125,0.7919921875,0.9619140625,0.9638671875,0.5126953125,0.2861328125,0.4638671875,0.2939453125,0.2216796875,0.0087890625,0.2626953125,0.7939453125,0.61968726578
893,0.5126953125,0.0849609375,0.9892578125,0.5478515625,0.2919921875,0.2333984375,0.1025390625,0.8798828125,0.8251953125,0.5419921875,0.2119140625,0.7138671875,0.2626953125,0.0361328125,0.7138671875,0.0439453125,0.4716796875,0.7587890625,0.0126953125,0.0439453125,0.90504909014
894,0.0126953125,0.5849609375,0.4892578125,0.0478515625,0.7919921875,0.7333984375,0.6025390625,0.3798828125,0.3251953125,0.0419921875,0.7119140625,0.2138671875,0.7626953125,0.5361328125,0.2138671875,0.5439453125,0.9716796875,0.2587890625,0.5126953125,0.5439453125,0.7852555332
895,0.0087890625,0.4169921875,0.1962890625,0.6220703125,0.2802734375,0.8857421875,0.2158203125,0.2900390625,0.3525390625,0.0771484375,0.7705078125,0.3427734375,0.8134765625,0.9072265625,0.9521484375,0.9306640625,0.0302734375,0.3720703125,0.2822265625,0.7900390625,0.64081368986
896,0.5087890625,0.9169921875,0.6962890625,0.1220703125,0.7802734375,0.3857421875,0.7158203125,0.7900390625,0.8525390625,0.5771484375,0.2705078125,0.8427734375,0.3134765625,0.4072265625,0.4521484375,0.4306640625,0.5302734375,0.8720703125,0.7822265625,0.2900390625,0.9532835844
897,0.7587890625,0.1669921875,0.9462890625,0.8720703125,0.5302734375,0.6357421875,0.9658203125,0.0400390625,0.1025390625,0.8271484375,0.5205078125,0.5927734375,0.5634765625,0.1572265625,0.7021484375,0.1806640625,0.7802734375,0.1220703125,0.5322265625,0.5400390625,0.92582156371
898,0.2587890625,0.6669921875,0.4462890625,0.3720703125,0.0302734375,0.1357421875,0.4658203125,0.5400390625,0.6025390625,0.3271484375,0.0205078125,0.0927734375,0.0634765625,0.6572265625,0.2021484375,0.6806640625,0.2802734375,0.6220703125,0.0322265625,0.0400390625,0.8851573871
899,0.3837890625,0.0419921875,0.5712890625,0.7470703125,0.6552734375,0.0107421875,0.0908203125,0.9150390625,0.4775390625,0.9521484375,0.6455078125,0.9677734375,0.9384765625,0.5322265625,0.3271484375,0.8056640625,0.6552734375,0.2470703125,0.1572265625,0.1650390625,0.69222574905
900,0.8837890625,0.5419921875,0.0712890625,0.2470703125,0.1552734375,0.5107421875,0.5908203125,0.4150390625,0.9775390625,0.4521484375,0.1455078125,0.4677734375,0.4384765625,0.0322265625,0.8271484375,0.3056640625,0.1552734375,0.7470703125,0.6572265625,0.6650390625,0.89397677517
901,0.6337890625,0.2919921875,0.3212890625,0.9970703125,0.4052734375,0.2607421875,0.8408203125,0.6650390625,0.2275390625,0.2021484375,0.8955078125,0.2177734375,0.6884765625,0.2822265625,0.0771484375,0.0556640625,0.4052734375,0.4970703125,0.9072265625,0.4150390625,0.80940511473
902,0.1337890625,0.7919921875,0.8212890625,0.4970703125,0.9052734375,0.7607421875,0.3408203125,0.1650390625,0.7275390625,0.7021484375,0.3955078125,0.7177734375,0.1884765625,0.7822265625,0.5771484375,0.5556640625,0.9052734375,0.9970703125,0.4072265625,0.9150390625,0.87886698106
903,0.1962890625,0.2294921875,0.3837890625,0.1845703125,0.8427734375,0.8232421875,0.1533203125,0.7275390625,0.4150390625,0.0146484375,0.4580078125,0.5302734375,0.2509765625,0.3447265625,0.7646484375,0.3681640625,0.2177734375,0.3095703125,0.3447265625,0.1025390625,0.83724023554
904,0.6962890625,0.7294921875,0.8837890625,0.6845703125,0.3427734375,0.3232421875,0.6533203125,0.2275390625,0.9150390625,0.5146484375,0.9580078125,0.0302734375,0.7509765625,0.8447265625,0.2646484375,0.8681640625,0.7177734375,0.8095703125,0.8447265625,0.6025390625,0.85253615614
905,0.9462890625,0.4794921875,0.6337890625,0.4345703125,0.0927734375,0.5732421875,0.9033203125,0.9775390625,0.1650390625,0.7646484375,0.2080078125,0.2802734375,0.0009765625,0.5947265625,0.5146484375,0.6181640625,0.9677734375,0.0595703125,0.5947265625,0.3525390625,0.99236253357
906,0.4462890625,0.9794921875,0.1337890625,0.9345703125,0.5927734375,0.0732421875,0.4033203125,0.4775390625,0.6650390625,0.2646484375,0.7080078125,0.7802734375,0.5009765625,0.0947265625,0.0146484375,0.1181640625,0.4677734375,0.5595703125,0.0947265625,0.8525390625,0.81030221044
907,0.3212890625,0.3544921875,0.7587890625,0.0595703125,0.2177734375,0.1982421875,0.0283203125,0.1025390625,0.2900390625,0.8896484375,0.0830078125,0.1552734375,0.3759765625,0.2197265625,0.3896484375,0.4931640625,0.5927734375,0.1845703125,0.2197265625,0.9775390625,0.81079166452
908,0.8212890625,0.8544921875,0.2587890625,0.5595703125,0.7177734375,0.6982421875,0.5283203125,0.6025390625,0.7900390625,0.3896484375,0.5830078125,0.6552734375,0.8759765625,0.7197265625,0.8896484375,0.9931640625,0.0927734375,0.6845703125,0.7197265625,0.4775390625,0.84202807659
909,0.5712890625,0.1044921875,0.0087890625,0.3095703125,0.9677734375,0.4482421875,0.7783203125,0.3525390625,0.0400390625,0.1396484375,0.3330078125,0.9052734375,0.1259765625,0.9697265625,0.1396484375,0.7431640625,0.3427734375,0.4345703125,0.9697265625,0.7275390625,0.77408326151
910,0.0712890625,0.6044921875,0.5087890625,0.8095703125,0.4677734375,0.9482421875,0.2783203125,0.8525390625,0.5400390625,0.6396484375,0.8330078125,0.4052734375,0.6259765625,0.4697265625,0.6396484375,0.2431640625,0.8427734375,0.9345703125,0.4697265625,0.2275390625,0.83108461239
911,0.1025390625,0.0732421875,0.9150390625,0.9658203125,0.0615234375,0.7294921875,0.7470703125,0.5712890625,0.5712890625,0.4833984375,0.6767578125,0.5615234375,0.0322265625,0.7509765625,0.2333984375,0.3994140625,0.1240234375,0.8408203125,0.0634765625,0.6962890625,0.86377803096
912,0.6025390625,0.5732421875,0.4150390625,0.4658203125,0.5615234375,0.2294921875,0.2470703125,0.0712890625,0.0712890625,0.9833984375,0.1767578125,0.0615234375,0.5322265625,0.2509765625,0.7333984375,0.8994140625,0.6240234375,0.3408203125,0.5634765625,0.1962890625,0.86676489238
913,0.8525390625,0.3232421875,0.1650390625,0.7158203125,0.8115234375,0.9794921875,0.4970703125,0.8212890625,0.8212890625,0.7333984375,0.9267578125,0.3115234375,0.2822265625,0.0009765625,0.4833984375,0.6494140625,0.8740234375,0.5908203125,0.8134765625,0.9462890625,0.91249914972
914,0.3525390625,0.8232421875,0.6650390625,0.2158203125,0.3115234375,0.4794921875,0.9970703125,0.3212890625,0.3212890625,0.2333984375,0.4267578125,0.8115234375,0.7822265625,0.5009765625,0.9833984375,0.1494140625,0.3740234375,0.0908203125,0.3134765625,0.4462890625,0.8077774677
915,0.4775390625,0.4482421875,0.2900390625,0.8408203125,0.9365234375,0.3544921875,0.6220703125,0.1962890625,0.6962890625,0.6083984375,0.8017578125,0.1865234375,0.1572265625,0.6259765625,0.6083984375,0.2744140625,0.7490234375,0.7158203125,0.4384765625,0.3212890625,0.89374182767
916,0.9775390625,0.9482421875,0.7900390625,0.3408203125,0.4365234375,0.8544921875,0.1220703125,0.6962890625,0.1962890625,0.1083984375,0.3017578125,0.6865234375,0.6572265625,0.1259765625,0.1083984375,0.7744140625,0.2490234375,0.2158203125,0.9384765625,0.8212890625,0.93343015898
917,0.7275390625,0.1982421875,0.5400390625,0.5908203125,0.1865234375,0.1044921875,0.3720703125,0.4462890625,0.9462890625,0.3583984375,0.5517578125,0.9365234375,0.4072265625,0.3759765625,0.8583984375,0.5244140625,0.4990234375,0.9658203125,0.6884765625,0.0712890625,0.76556794968
918,0.2275390625,0.6982421875,0.0400390625,0.0908203125,0.6865234375,0.6044921875,0.8720703125,0.9462890625,0.4462890625,0.8583984375,0.0517578125,0.4365234375,0.9072265625,0.8759765625,0.3583984375,0.0244140625,0.9990234375,0.4658203125,0.1884765625,0.5712890625,0.9108879885
919,0.1650390625,0.2607421875,0.7275390625,0.2783203125,0.6240234375,0.5419921875,0.6845703125,0.3837890625,0.6337890625,0.4208984375,0.1142578125,0.3740234375,0.5947265625,0.4384765625,0.0458984375,0.8369140625,0.1865234375,0.7783203125,0.0009765625,0.3837890625,0.90391387593
920,0.6650390625,0.7607421875,0.2275390625,0.7783203125,0.1240234375,0.0419921875,0.1845703125,0.8837890625,0.1337890625,0.9208984375,0.6142578125,0.8740234375,0.0947265625,0.9384765625,0.5458984375,0.3369140625,0.6865234375,0.2783203125,0.5009765625,0.8837890625,0.80021269488
921,0.9150390625,0.0107421875,0.4775390625,0.0283203125,0.3740234375,0.7919921875,0.4345703125,0.1337890625,0.8837890625,0.6708984375,0.3642578125,0.6240234375,0.8447265625,0.6884765625,0.2958984375,0.0869140625,0.9365234375,0.5283203125,0.7509765625,0.1337890625,0.83950585577
922,0.4150390625,0.5107421875,0.9775390625,0.5283203125,0.8740234375,0.2919921875,0.9345703125,0.6337890625,0.3837890625,0.1708984375,0.8642578125,0.1240234375,0.3447265625,0.1884765625,0.7958984375,0.5869140625,0.4365234375,0.0283203125,0.2509765625,0.6337890625,0.93705812444
923,0.2900390625,0.1357421875,0.1025390625,0.4033203125,0.4990234375,0.4169921875,0.5595703125,0.7587890625,0.5087890625,0.5458984375,0.4892578125,0.9990234375,0.7197265625,0.0634765625,0.6708984375,0.9619140625,0.5615234375,0.6533203125,0.3759765625,0.5087890625,0.70868214779
924,0.7900390625,0.6357421875,0.6025390625,0.9033203125,0.9990234375,0.9169921875,0.0595703125,0.2587890625,0.0087890625,0.0458984375,0.9892578125,0.4990234375,0.2197265625,0.5634765625,0.1708984375,0.4619140625,0.0615234375,0.1533203125,0.8759765625,0.0087890625,0.81329172971
925,0.5400390625,0.3857421875,0.8525390625,0.1533203125,0.7490234375,0.1669921875,0.3095703125,0.5087890625,0.7587890625,0.2958984375,0.2392578125,0.2490234375,0.9697265625,0.8134765625,0.9208984375,0.2119140625,0.3115234375,0.9033203125,0.6259765625,0.7587890625,0.84809183534
